Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,IsHoliday,Year,Month,Day,SalesPerCustomer,WeekdayOpenCategory,DistanceBand,CompOpenDate,CompetitorAppeared,WeekOfYear,IsWeekend,Sales_scaled
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-01-14,4717.0,616.0,1.0,0.0,0,0.0,0,2013,1,14,7.657467532467533,Others,1k-2k,2008-09-01,True,3,0,-0.34272955623778967
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-01-15,3900.0,512.0,1.0,0.0,0,0.0,0,2013,1,15,7.6171875,Others,1k-2k,2008-09-01,True,3,0,-0.5707507675132573
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-01-16,4008.0,530.0,1.0,0.0,0,0.0,0,2013,1,16,7.562264150943396,Others,1k-2k,2008-09-01,True,3,0,-0.5406084286910411
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-01-17,4044.0,503.0,1.0,0.0,0,0.0,0,2013,1,17,8.03976143141153,Others,1k-2k,2008-09-01,True,3,0,-0.530560982416969
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-01-18,4127.0,568.0,1.0,0.0,0,0.0,0,2013,1,18,7.265845070422535,Others,1k-2k,2008-09-01,True,3,0,-0.5073960368406365
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-01-19,5182.0,688.0,1.0,0.0,0,0.0,0,2013,1,19,7.531976744186046,Others,1k-2k,2008-09-01,True,3,1,-0.2129500418643595
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-01-21,5394.0,607.0,1.0,1.0,0,0.0,0,2013,1,21,8.886326194398682,Others,1k-2k,2008-09-01,True,4,0,-0.15378174713926884
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-01-22,5720.0,667.0,1.0,1.0,0,0.0,0,2013,1,22,8.575712143928037,Others,1k-2k,2008-09-01,True,4,0,-0.06279653921295014
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-01-23,5578.0,627.0,1.0,1.0,0,0.0,0,2013,1,23,8.896331738437002,Others,1k-2k,2008-09-01,True,4,0,-0.10242813284956753
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-01-24,5195.0,645.0,1.0,1.0,0,0.0,0,2013,1,24,8.054263565891473,Others,1k-2k,2008-09-01,True,4,0,-0.20932179737650025
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-01-25,5586.0,676.0,1.0,1.0,0,0.0,0,2013,1,25,8.263313609467456,Others,1k-2k,2008-09-01,True,4,0,-0.10019536701088483
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-01-26,5598.0,640.0,1.0,0.0,0,0.0,0,2013,1,26,8.746875,Others,1k-2k,2008-09-01,True,4,1,-0.09684621825286088
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-01-28,4055.0,549.0,1.0,0.0,0,0.0,0,2013,1,28,7.38615664845173,Others,1k-2k,2008-09-01,True,5,0,-0.5274909293887804
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-01-29,3725.0,522.0,1.0,0.0,0,0.0,0,2013,1,29,7.136015325670498,Others,1k-2k,2008-09-01,True,5,0,-0.6195925202344406
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-01-30,4601.0,560.0,1.0,0.0,0,0.0,0,2013,1,30,8.216071428571428,Others,1k-2k,2008-09-01,True,5,0,-0.3751046608986883
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-01-31,4709.0,571.0,1.0,0.0,0,0.0,0,2013,1,31,8.246935201401051,Others,1k-2k,2008-09-01,True,5,0,-0.34496232207647237
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-02-01,5633.0,658.0,1.0,0.0,0,0.0,0,2013,2,1,8.560790273556231,Others,1k-2k,2008-09-01,True,5,0,-0.08707786770862413
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-02-02,5970.0,701.0,1.0,0.0,0,0.0,0,2013,2,2,8.516405135520685,Others,1k-2k,2008-09-01,True,5,1,0.006977393245883201
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-02-04,7032.0,762.0,1.0,1.0,0,0.0,0,2013,2,4,9.228346456692913,Others,1k-2k,2008-09-01,True,6,0,0.3033770583310076
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-02-05,6049.0,678.0,1.0,1.0,0,0.0,0,2013,2,5,8.921828908554572,Others,1k-2k,2008-09-01,True,6,0,0.02902595590287471
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-02-06,6140.0,693.0,1.0,1.0,0,0.0,0,2013,2,6,8.86002886002886,Others,1k-2k,2008-09-01,True,6,0,0.054423667317889945
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-02-07,5499.0,675.0,1.0,1.0,0,0.0,0,2013,2,7,8.146666666666667,Others,1k-2k,2008-09-01,True,6,0,-0.12447669550655882
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-02-08,5681.0,630.0,1.0,1.0,0,0.0,0,2013,2,8,9.017460317460317,Others,1k-2k,2008-09-01,True,6,0,-0.07368127267652813
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-02-09,5370.0,656.0,1.0,0.0,0,0.0,0,2013,2,9,8.185975609756097,Others,1k-2k,2008-09-01,True,6,1,-0.16048004465531696
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-02-11,4409.0,599.0,1.0,0.0,0,0.0,0,2013,2,11,7.360601001669449,Others,1k-2k,2008-09-01,True,7,0,-0.42869104102707234
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-02-12,4015.0,572.0,1.0,0.0,0,0.0,0,2013,2,12,7.019230769230769,Others,1k-2k,2008-09-01,True,7,0,-0.5386547585821937
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-02-13,4252.0,604.0,1.0,0.0,0,0.0,0,2013,2,13,7.039735099337748,Others,1k-2k,2008-09-01,True,7,0,-0.47250907061121983
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-02-14,4241.0,573.0,1.0,0.0,0,0.0,0,2013,2,14,7.401396160558464,Others,1k-2k,2008-09-01,True,7,0,-0.47557912363940846
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-02-15,4809.0,607.0,1.0,0.0,0,0.0,0,2013,2,15,7.922570016474465,Others,1k-2k,2008-09-01,True,7,0,-0.3170527490929389
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-02-16,6154.0,682.0,1.0,0.0,0,0.0,0,2013,2,16,9.023460410557185,Others,1k-2k,2008-09-01,True,7,1,0.058331007535584734
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-02-18,6407.0,710.0,1.0,1.0,0,0.0,0,2013,2,18,9.023943661971831,Others,1k-2k,2008-09-01,True,8,0,0.128942227183924
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-02-19,5386.0,608.0,1.0,1.0,0,0.0,0,2013,2,19,8.858552631578947,Others,1k-2k,2008-09-01,True,8,0,-0.15601451297795155
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-02-20,5660.0,684.0,1.0,1.0,0,0.0,0,2013,2,20,8.274853801169591,Others,1k-2k,2008-09-01,True,8,0,-0.07954228300307009
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-02-21,5261.0,629.0,1.0,1.0,0,0.0,0,2013,2,21,8.364069952305247,Others,1k-2k,2008-09-01,True,8,0,-0.19090147920736822
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-02-22,5000.0,599.0,1.0,1.0,0,0.0,0,2013,2,22,8.347245409015025,Others,1k-2k,2008-09-01,True,8,0,-0.2637454646943902
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-02-23,5237.0,650.0,1.0,0.0,0,0.0,0,2013,2,23,8.056923076923077,Others,1k-2k,2008-09-01,True,8,1,-0.1975997767234161
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-02-25,4038.0,534.0,1.0,0.0,0,0.0,0,2013,2,25,7.561797752808989,Others,1k-2k,2008-09-01,True,9,0,-0.5322355567959811
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-02-26,3794.0,525.0,1.0,0.0,0,0.0,0,2013,2,26,7.226666666666667,Others,1k-2k,2008-09-01,True,9,0,-0.6003349148758026
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-02-27,4558.0,579.0,1.0,0.0,0,0.0,0,2013,2,27,7.872193436960276,Others,1k-2k,2008-09-01,True,9,0,-0.3871057772816078
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-02-28,4676.0,581.0,1.0,0.0,0,0.0,0,2013,2,28,8.048192771084338,Others,1k-2k,2008-09-01,True,9,0,-0.3541724811610383
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-03-01,4611.0,584.0,1.0,0.0,0,0.0,0,2013,3,1,7.89554794520548,Others,1k-2k,2008-09-01,True,9,0,-0.372313703600335
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-03-02,5350.0,678.0,1.0,0.0,0,0.0,0,2013,3,2,7.890855457227139,Others,1k-2k,2008-09-01,True,9,1,-0.1660619592520236
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-03-04,7675.0,840.0,1.0,1.0,0,0.0,0,2013,3,4,9.136904761904763,Others,1k-2k,2008-09-01,True,10,0,0.48283561261512675
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-03-05,6300.0,715.0,1.0,1.0,0,0.0,0,2013,3,5,8.811188811188812,Others,1k-2k,2008-09-01,True,10,0,0.09907898409154337
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-03-06,5973.0,678.0,1.0,1.0,0,0.0,0,2013,3,6,8.809734513274336,Others,1k-2k,2008-09-01,True,10,0,0.007814680435389354
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-03-07,5637.0,702.0,1.0,1.0,0,0.0,0,2013,3,7,8.02991452991453,Others,1k-2k,2008-09-01,True,10,0,-0.0859614847892829
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-03-08,5853.0,694.0,1.0,1.0,0,0.0,0,2013,3,8,8.43371757925072,Others,1k-2k,2008-09-01,True,10,0,-0.025676807144850766
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-03-09,5578.0,734.0,1.0,0.0,0,0.0,0,2013,3,9,7.599455040871935,Others,1k-2k,2008-09-01,True,10,1,-0.10242813284956753
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-03-11,4949.0,618.0,1.0,0.0,0,0.0,0,2013,3,11,8.008090614886731,Others,1k-2k,2008-09-01,True,11,0,-0.27797934691599235
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-03-12,3853.0,491.0,1.0,0.0,0,0.0,0,2013,3,12,7.84725050916497,Others,1k-2k,2008-09-01,True,11,0,-0.5838682668155177
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-03-13,4341.0,622.0,1.0,0.0,0,0.0,0,2013,3,13,6.979099678456592,Others,1k-2k,2008-09-01,True,11,0,-0.447669550655875
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-03-14,5108.0,660.0,1.0,0.0,0,0.0,0,2013,3,14,7.739393939393939,Others,1k-2k,2008-09-01,True,11,0,-0.23360312587217424
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-03-15,4925.0,677.0,1.0,0.0,0,0.0,0,2013,3,15,7.274741506646972,Others,1k-2k,2008-09-01,True,11,0,-0.28467764443204024
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-03-16,5003.0,680.0,1.0,0.0,0,0.0,0,2013,3,16,7.357352941176471,Others,1k-2k,2008-09-01,True,11,1,-0.26290817750488427
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-03-18,7072.0,778.0,1.0,1.0,0,0.0,0,2013,3,18,9.089974293059125,Others,1k-2k,2008-09-01,True,12,0,0.3145408875244209
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-03-19,6563.0,719.0,1.0,1.0,0,0.0,0,2013,3,19,9.127955493741307,Others,1k-2k,2008-09-01,True,12,0,0.17248116103823596
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-03-20,5598.0,688.0,1.0,1.0,0,0.0,0,2013,3,20,8.136627906976743,Others,1k-2k,2008-09-01,True,12,0,-0.09684621825286088
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-03-21,5179.0,662.0,1.0,1.0,0,0.0,0,2013,3,21,7.823262839879154,Others,1k-2k,2008-09-01,True,12,0,-0.21378732905386566
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-03-22,5506.0,694.0,1.0,1.0,0,0.0,0,2013,3,22,7.933717579250721,Others,1k-2k,2008-09-01,True,12,0,-0.12252302539771143
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-03-23,5603.0,682.0,1.0,0.0,0,0.0,0,2013,3,23,8.215542521994134,Others,1k-2k,2008-09-01,True,12,1,-0.09545073960368411
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-03-25,6729.0,777.0,1.0,1.0,0,0.0,0,2013,3,25,8.660231660231661,Others,1k-2k,2008-09-01,True,13,0,0.21881105219090147
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-03-26,6686.0,747.0,1.0,1.0,0,0.0,0,2013,3,26,8.950468540829986,Others,1k-2k,2008-09-01,True,13,0,0.20680993580798201
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-03-27,6660.0,779.0,1.0,1.0,0,0.0,0,2013,3,27,8.549422336328627,Others,1k-2k,2008-09-01,True,13,0,0.1995534468322635
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-03-28,7285.0,902.0,1.0,1.0,0,0.0,0,2013,3,28,8.07649667405765,Others,1k-2k,2008-09-01,True,13,0,0.37398827797934686
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-03-30,7132.0,773.0,1.0,0.0,0,0.0,0,2013,3,30,9.226390685640363,Others,1k-2k,2008-09-01,True,13,1,0.33128663131454084
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-04-02,5484.0,629.0,1.0,0.0,0,0.0,0,2013,4,2,8.718600953895072,Others,1k-2k,2008-09-01,True,14,0,-0.12866313145408892
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-04-03,4625.0,594.0,1.0,0.0,0,0.0,0,2013,4,3,7.786195286195286,Others,1k-2k,2008-09-01,True,14,0,-0.36840636338264043
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-04-04,4293.0,566.0,1.0,0.0,0,0.0,0,2013,4,4,7.584805653710247,Others,1k-2k,2008-09-01,True,14,0,-0.461066145687971
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-04-05,4390.0,571.0,1.0,0.0,0,0.0,0,2013,4,5,7.688266199649737,Others,1k-2k,2008-09-01,True,14,0,-0.4339938598939437
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-04-06,5075.0,657.0,1.0,0.0,0,0.0,0,2013,4,6,7.724505327245053,Others,1k-2k,2008-09-01,True,14,1,-0.24281328495674015
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-04-08,6046.0,695.0,1.0,1.0,0,0.0,0,2013,4,8,8.699280575539568,Others,1k-2k,2008-09-01,True,15,0,0.02818866871336856
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-04-09,5514.0,594.0,1.0,1.0,0,0.0,0,2013,4,9,9.282828282828282,Others,1k-2k,2008-09-01,True,15,0,-0.12029025955902872
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-04-10,4903.0,575.0,1.0,1.0,0,0.0,0,2013,4,10,8.52695652173913,Others,1k-2k,2008-09-01,True,15,0,-0.2908177504884175
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-04-11,4366.0,541.0,1.0,1.0,0,0.0,0,2013,4,11,8.070240295748613,Others,1k-2k,2008-09-01,True,15,0,-0.4406921574099918
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-04-12,5263.0,614.0,1.0,1.0,0,0.0,0,2013,4,12,8.571661237785015,Others,1k-2k,2008-09-01,True,15,0,-0.1903432877476976
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-04-13,4773.0,608.0,1.0,0.0,0,0.0,0,2013,4,13,7.850328947368421,Others,1k-2k,2008-09-01,True,15,1,-0.32710019536701096
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-04-15,3941.0,526.0,1.0,0.0,0,0.0,0,2013,4,15,7.492395437262357,Others,1k-2k,2008-09-01,True,16,0,-0.5593078425900084
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-04-16,3357.0,453.0,1.0,0.0,0,0.0,0,2013,4,16,7.410596026490066,Others,1k-2k,2008-09-01,True,16,0,-0.7222997488138433
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-04-17,3649.0,500.0,1.0,0.0,0,0.0,0,2013,4,17,7.298,Others,1k-2k,2008-09-01,True,16,0,-0.6408037957019259
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-04-18,2952.0,432.0,1.0,0.0,0,0.0,0,2013,4,18,6.833333333333333,Others,1k-2k,2008-09-01,True,16,0,-0.8353335193971534
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-04-19,4303.0,526.0,1.0,0.0,0,0.0,0,2013,4,19,8.180608365019012,Others,1k-2k,2008-09-01,True,16,0,-0.45827518838961767
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-04-20,4350.0,546.0,1.0,0.0,0,0.0,0,2013,4,20,7.967032967032967,Others,1k-2k,2008-09-01,True,16,1,-0.445157689087357
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-04-22,5672.0,623.0,1.0,1.0,0,0.0,0,2013,4,22,9.104333868378813,Others,1k-2k,2008-09-01,True,17,0,-0.07619313424504615
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-04-23,4492.0,560.0,1.0,1.0,0,0.0,0,2013,4,23,8.021428571428572,Others,1k-2k,2008-09-01,True,17,0,-0.4055260954507398
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",2,2013-04-24,4309.0,512.0,1.0,1.0,0,0.0,0,2013,4,24,8.416015625,Others,1k-2k,2008-09-01,True,17,0,-0.4566006140106058
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-04-25,3939.0,532.0,1.0,1.0,0,0.0,0,2013,4,25,7.404135338345864,Others,1k-2k,2008-09-01,True,17,0,-0.559866034049679
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-04-26,4841.0,572.0,1.0,1.0,0,0.0,0,2013,4,26,8.463286713286713,Others,1k-2k,2008-09-01,True,17,0,-0.3081216857382083
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",5,2013-04-27,5726.0,650.0,1.0,0.0,0,0.0,0,2013,4,27,8.80923076923077,Others,1k-2k,2008-09-01,True,17,1,-0.06112196483393806
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",0,2013-04-29,5821.0,641.0,1.0,1.0,0,0.0,0,2013,4,29,9.081123244929797,Others,1k-2k,2008-09-01,True,18,0,-0.03460787049958136
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",1,2013-04-30,5925.0,665.0,1.0,1.0,0,0.0,0,2013,4,30,8.909774436090226,Others,1k-2k,2008-09-01,True,18,0,-0.00558191459670665
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",3,2013-05-02,6486.0,677.0,1.0,1.0,0,0.0,0,2013,5,2,9.580502215657312,Others,1k-2k,2008-09-01,True,18,0,0.1509907898409153
1.0,2,0,1270.0,9.0,2008.0,0.0,14.0,2011.0,"Jan,Apr,Jul,Oct",4,2013-05-03,6027.0,658.0,1.0,1.0,0,0.0,0,2013,5,3,9.159574468085106,Others,1k-2k,2008-09-01,True,18,0,0.02288584984649722
